iTV轮播,#genre#
新疆卫视,http://tpc.x3322.net:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://tpc.x3322.net:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://tpc.x3322.net:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0

北京联通组播,#genre#
CCTV-1,http://114.250.18.82:4022/rtp/239.3.1.129:8008
CCTV-2,http://114.250.18.82:4022/rtp/239.3.1.60:8084
CCTV-3,http://114.250.18.82:4022/rtp/239.3.1.172:8001
CCTV-4,http://114.250.18.82:4022/rtp/239.3.1.105:8092
CCTV-5,http://114.250.18.82:4022/rtp/239.3.1.173:8001
CCTV-5+,http://114.250.18.82:4022/rtp/239.3.1.130:8004
CCTV-6,http://114.250.18.82:4022/rtp/239.3.1.174:8001
CCTV-7,http://114.250.18.82:4022/rtp/239.3.1.61:8104
CCTV-8,http://114.250.18.82:4022/rtp/239.3.1.175:8001
CCTV-9,http://114.250.18.82:4022/rtp/239.3.1.62:8112
CCTV-10,http://114.250.18.82:4022/rtp/239.3.1.63:8116
CCTV-11,http://114.250.18.82:4022/rtp/239.3.1.152:8120
CCTV-12,http://114.250.18.82:4022/rtp/239.3.1.64:8124
CCTV-13,http://114.250.18.82:4022/rtp/239.3.1.124:8128
CCTV-14,http://114.250.18.82:4022/rtp/239.3.1.65:8132
CCTV-15,http://114.250.18.82:4022/rtp/239.3.1.153:8136
CCTV-16-奥林匹克,http://114.250.18.82:4022/rtp/239.3.1.183:8001
CCTV-16-奥林匹克,http://114.250.18.82:4022/rtp/239.3.1.184:8001
CCTV-17,http://114.250.18.82:4022/rtp/239.3.1.151:8144
北京卫视4K,http://114.250.18.82:4022/rtp/239.3.1.22:8001
北京卫视,http://114.250.18.82:4022/rtp/239.3.1.241:8000
BTV新闻,http://114.250.18.82:4022/rtp/239.3.1.159:8000
BTV影视,http://114.250.18.82:4022/rtp/239.3.1.158:8000
BTV文艺,http://114.250.18.82:4022/rtp/239.3.1.242:8000
BTV财经,http://114.250.18.82:4022/rtp/239.3.1.116:8000
BTV生活,http://114.250.18.82:4022/rtp/239.3.1.117:8000
BTV青年,http://114.250.18.82:4022/rtp/239.3.1.118:8000
BTV纪实科教,http://114.250.18.82:4022/rtp/239.3.1.115:8000
BTV卡酷少儿,http://114.250.18.82:4022/rtp/239.3.1.189:8000
BTV体育休闲,http://114.250.18.82:4022/rtp/239.3.1.243:8000
BTV冬奥纪实,http://114.250.18.82:4022/rtp/239.3.1.121:8000
BTV体育休闲,http://114.250.18.82:4022/rtp/239.3.1.243:8000
BTV国际频道,http://114.250.18.82:4022/rtp/239.3.1.235:8000
爱上4K[超清],http://114.250.18.82:4022/rtp/239.3.1.236:2000
4K超清[超清],http://114.250.18.82:4022/rtp/239.3.1.249:8001
淘电影HD,http://114.250.18.82:4022/rtp/239.3.1.250:8001
星影,http://114.250.18.82:4022/rtp/239.3.1.94:4120
动作影院,http://114.250.18.82:4022/rtp/239.3.1.92:4120
光影,http://114.250.18.82:4022/rtp/239.3.1.84:4120
喜剧影院,http://114.250.18.82:4022/rtp/239.3.1.91:4120
家庭影院,http://114.250.18.82:4022/rtp/239.3.1.93:4120
精选,http://114.250.18.82:4022/rtp/239.3.1.74:4120
经典电影,http://114.250.18.82:4022/rtp/239.3.1.195:9024
纪实人文HD,http://114.250.18.82:4022/rtp/239.3.1.212:8060
金鹰纪实HD,http://114.250.18.82:4022/rtp/239.3.1.58:8156
风尚生活HD,http://114.250.18.82:4022/rtp/239.3.1.114:8001
地理,http://114.250.18.82:4022/rtp/239.3.1.71:4120
淘剧场HD,http://114.250.18.82:4022/rtp/239.3.1.95:8001
淘娱乐HD,http://114.250.18.82:4022/rtp/239.3.1.100:8001
淘BabyHD,http://114.250.18.82:4022/rtp/239.3.1.238:8001
萌宠TVHD,http://114.250.18.82:4022/rtp/239.3.1.102:8001
湖南卫视HD,http://114.250.18.82:4022/rtp/239.3.1.132:8012
东方卫视HD,http://114.250.18.82:4022/rtp/239.3.1.136:8032
浙江卫视HD,http://114.250.18.82:4022/rtp/239.3.1.137:8036
江苏卫视HD,http://114.250.18.82:4022/rtp/239.3.1.135:8028
深圳卫视HD,http://114.250.18.82:4022/rtp/239.3.1.134:8020
广东卫视HD,http://114.250.18.82:4022/rtp/239.3.1.142:8048
安徽卫视HD,http://114.250.18.82:4022/rtp/239.3.1.211:8064
天津卫视HD,http://114.250.18.82:4022/rtp/239.3.1.141:1234
重庆卫视HD,http://114.250.18.82:4022/rtp/239.3.1.122:8160
山东卫视HD,http://114.250.18.82:4022/rtp/239.3.1.209:8052
黑龙江卫视HD,http://114.250.18.82:4022/rtp/239.3.1.133:8016
河北卫视HD,http://114.250.18.82:4022/rtp/239.3.1.148:8072
辽宁卫视HD,http://114.250.18.82:4022/rtp/239.3.1.210:8056
湖北卫视HD,http://114.250.18.82:4022/rtp/239.3.1.138:8044
吉林卫视HD,http://114.250.18.82:4022/rtp/239.3.1.240:8172
贵州卫视HD,http://114.250.18.82:4022/rtp/239.3.1.149:8076
东南卫视HD,http://114.250.18.82:4022/rtp/239.3.1.156:8148
江西卫视HD,http://114.250.18.82:4022/rtp/239.3.1.123:8164
海南卫视,http://114.250.18.82:4022/rtp/239.3.1.45:8304
云南卫视,http://114.250.18.82:4022/rtp/239.3.1.26:8108
兵团卫视,http://114.250.18.82:4022/rtp/239.3.1.144:4120
厦门卫视,http://114.250.18.82:4022/rtp/239.3.1.143:4120
四川卫视,http://114.250.18.82:4022/rtp/239.3.1.29:8288
南方卫视,http://114.250.18.82:4022/rtp/239.3.1.161:8001
宁夏卫视,http://114.250.18.82:4022/rtp/239.3.1.46:8124
山西卫视,http://114.250.18.82:4022/rtp/239.3.1.42:8172
广西卫视,http://114.250.18.82:4022/rtp/239.3.1.39:8300
新疆卫视,http://114.250.18.82:4022/rtp/239.3.1.48:8160
河南卫视,http://114.250.18.82:4022/rtp/239.3.1.27:8128
甘肃卫视,http://114.250.18.82:4022/rtp/239.3.1.49:8188
西藏卫视,http://114.250.18.82:4022/rtp/239.3.1.47:8164
三沙卫视,http://114.250.18.82:4022/rtp/239.3.1.155:4120
陕西卫视,http://114.250.18.82:4022/rtp/239.3.1.41:8140
青海卫视,http://114.250.18.82:4022/rtp/239.3.1.44:8184
内蒙古卫视,http://114.250.18.82:4022/rtp/239.3.1.43:8176
中国交通HD,http://114.250.18.82:4022/rtp/239.3.1.188:8001
朝阳融媒HD,http://114.250.18.82:4022/rtp/239.3.1.163:8001
通州融媒HD,http://114.250.18.82:4022/rtp/239.3.1.221:8001
密云电视台HD,http://114.250.18.82:4022/rtp/239.3.1.154:8001
延庆电视台,http://114.250.18.82:4022/rtp/239.3.1.187:8001
房山电视台,http://114.250.18.82:4022/rtp/239.3.1.96:8001
CCTV-4-中文国际欧洲HD,http://114.250.18.82:4022/rtp/239.3.1.213:4220
CCTV-4-中文国际美洲HD,http://114.250.18.82:4022/rtp/239.3.1.214:4220
CGTN 新闻HD,http://114.250.18.82:4022/rtp/239.3.1.215:4220
CGTN 记录HD,http://114.250.18.82:4022/rtp/239.3.1.216:4220
CGTN 西班牙语HD,http://114.250.18.82:4022/rtp/239.3.1.217:4220
CGTN 法语HD,http://114.250.18.82:4022/rtp/239.3.1.218:4220
CGTN 阿拉伯语HD,http://114.250.18.82:4022/rtp/239.3.1.219:4220
CGTN 俄语HD,http://114.250.18.82:4022/rtp/239.3.1.220:4220
睛彩竞技HD,http://114.250.18.82:4022/rtp/239.3.1.125:8001
睛彩篮球HD,http://114.250.18.82:4022/rtp/239.3.1.126:8001
睛彩羽毛球HD,http://114.250.18.82:4022/rtp/239.3.1.127:8001
睛彩广场舞HD,http://114.250.18.82:4022/rtp/239.3.1.128:8001
茶频道HD,http://114.250.18.82:4022/rtp/239.3.1.165:8001
快乐垂钓HD,http://114.250.18.82:4022/rtp/239.3.1.164:8001
CETV1HD,http://114.250.18.82:4022/rtp/239.3.1.57:8152
CETV2,http://114.250.18.82:4022/rtp/239.3.1.54:4120
CETV3,http://114.250.18.82:4022/rtp/239.3.1.55:4120
CETV4,http://114.250.18.82:4022/rtp/239.3.1.56:4120
少儿动画,http://114.250.18.82:4022/rtp/239.3.1.199:9000
热播剧场,http://114.250.18.82:4022/rtp/239.3.1.194:9020
解密,http://114.250.18.82:4022/rtp/239.3.1.75:4120
军事,http://114.250.18.82:4022/rtp/239.3.1.76:4120
军旅剧场,http://114.250.18.82:4022/rtp/239.3.1.68:4120
动画,http://114.250.18.82:4022/rtp/239.3.1.80:4120
古装剧场,http://114.250.18.82:4022/rtp/239.3.1.69:4120
台球,http://114.250.18.82:4022/rtp/239.3.1.85:4120
嘉佳卡通,http://114.250.18.82:4022/rtp/239.3.1.147:9268
国北京联通组播,#genre#
CCTV-1,http://111.196.128.186:20000/rtp/239.3.1.129:8008
CCTV-2,http://111.196.128.186:20000/rtp/239.3.1.60:8084
CCTV-3,http://111.196.128.186:20000/rtp/239.3.1.172:8001
CCTV-4,http://111.196.128.186:20000/rtp/239.3.1.105:8092
CCTV-5,http://111.196.128.186:20000/rtp/239.3.1.173:8001
CCTV-5+,http://111.196.128.186:20000/rtp/239.3.1.130:8004
CCTV-6,http://111.196.128.186:20000/rtp/239.3.1.174:8001
CCTV-7,http://111.196.128.186:20000/rtp/239.3.1.61:8104
CCTV-8,http://111.196.128.186:20000/rtp/239.3.1.175:8001
CCTV-9,http://111.196.128.186:20000/rtp/239.3.1.62:8112
CCTV-10,http://111.196.128.186:20000/rtp/239.3.1.63:8116
CCTV-11,http://111.196.128.186:20000/rtp/239.3.1.152:8120
CCTV-12,http://111.196.128.186:20000/rtp/239.3.1.64:8124
CCTV-13,http://111.196.128.186:20000/rtp/239.3.1.124:8128
CCTV-14,http://111.196.128.186:20000/rtp/239.3.1.65:8132
CCTV-15,http://111.196.128.186:20000/rtp/239.3.1.153:8136
CCTV-16-奥林匹克,http://111.196.128.186:20000/rtp/239.3.1.183:8001
CCTV-16-奥林匹克,http://111.196.128.186:20000/rtp/239.3.1.184:8001
CCTV-17,http://111.196.128.186:20000/rtp/239.3.1.151:8144
北京卫视4K,http://111.196.128.186:20000/rtp/239.3.1.22:8001
北京卫视,http://111.196.128.186:20000/rtp/239.3.1.241:8000
BTV新闻,http://111.196.128.186:20000/rtp/239.3.1.159:8000
BTV影视,http://111.196.128.186:20000/rtp/239.3.1.158:8000
BTV文艺,http://111.196.128.186:20000/rtp/239.3.1.242:8000
BTV财经,http://111.196.128.186:20000/rtp/239.3.1.116:8000
BTV生活,http://111.196.128.186:20000/rtp/239.3.1.117:8000
BTV青年,http://111.196.128.186:20000/rtp/239.3.1.118:8000
BTV纪实科教,http://111.196.128.186:20000/rtp/239.3.1.115:8000
BTV卡酷少儿,http://111.196.128.186:20000/rtp/239.3.1.189:8000
BTV体育休闲,http://111.196.128.186:20000/rtp/239.3.1.243:8000
BTV冬奥纪实,http://111.196.128.186:20000/rtp/239.3.1.121:8000
BTV体育休闲,http://111.196.128.186:20000/rtp/239.3.1.243:8000
BTV国际频道,http://111.196.128.186:20000/rtp/239.3.1.235:8000
爱上4K[超清],http://111.196.128.186:20000/rtp/239.3.1.236:2000
4K超清[超清],http://111.196.128.186:20000/rtp/239.3.1.249:8001
淘电影HD,http://111.196.128.186:20000/rtp/239.3.1.250:8001
星影,http://111.196.128.186:20000/rtp/239.3.1.94:4120
动作影院,http://111.196.128.186:20000/rtp/239.3.1.92:4120
光影,http://111.196.128.186:20000/rtp/239.3.1.84:4120
喜剧影院,http://111.196.128.186:20000/rtp/239.3.1.91:4120
家庭影院,http://111.196.128.186:20000/rtp/239.3.1.93:4120
精选,http://111.196.128.186:20000/rtp/239.3.1.74:4120
经典电影,http://111.196.128.186:20000/rtp/239.3.1.195:9024
纪实人文HD,http://111.196.128.186:20000/rtp/239.3.1.212:8060
金鹰纪实HD,http://111.196.128.186:20000/rtp/239.3.1.58:8156
风尚生活HD,http://111.196.128.186:20000/rtp/239.3.1.114:8001
地理,http://111.196.128.186:20000/rtp/239.3.1.71:4120
淘剧场HD,http://111.196.128.186:20000/rtp/239.3.1.95:8001
淘娱乐HD,http://111.196.128.186:20000/rtp/239.3.1.100:8001
淘BabyHD,http://111.196.128.186:20000/rtp/239.3.1.238:8001
萌宠TVHD,http://111.196.128.186:20000/rtp/239.3.1.102:8001
湖南卫视HD,http://111.196.128.186:20000/rtp/239.3.1.132:8012
东方卫视HD,http://111.196.128.186:20000/rtp/239.3.1.136:8032
浙江卫视HD,http://111.196.128.186:20000/rtp/239.3.1.137:8036
江苏卫视HD,http://111.196.128.186:20000/rtp/239.3.1.135:8028
深圳卫视HD,http://111.196.128.186:20000/rtp/239.3.1.134:8020
广东卫视HD,http://111.196.128.186:20000/rtp/239.3.1.142:8048
安徽卫视HD,http://111.196.128.186:20000/rtp/239.3.1.211:8064
天津卫视HD,http://111.196.128.186:20000/rtp/239.3.1.141:1234
重庆卫视HD,http://111.196.128.186:20000/rtp/239.3.1.122:8160
山东卫视HD,http://111.196.128.186:20000/rtp/239.3.1.209:8052
黑龙江卫视HD,http://111.196.128.186:20000/rtp/239.3.1.133:8016
河北卫视HD,http://111.196.128.186:20000/rtp/239.3.1.148:8072
辽宁卫视HD,http://111.196.128.186:20000/rtp/239.3.1.210:8056
湖北卫视HD,http://111.196.128.186:20000/rtp/239.3.1.138:8044
吉林卫视HD,http://111.196.128.186:20000/rtp/239.3.1.240:8172
贵州卫视HD,http://111.196.128.186:20000/rtp/239.3.1.149:8076
东南卫视HD,http://111.196.128.186:20000/rtp/239.3.1.156:8148
江西卫视HD,http://111.196.128.186:20000/rtp/239.3.1.123:8164
海南卫视,http://111.196.128.186:20000/rtp/239.3.1.45:8304
云南卫视,http://111.196.128.186:20000/rtp/239.3.1.26:8108
兵团卫视,http://111.196.128.186:20000/rtp/239.3.1.144:4120
厦门卫视,http://111.196.128.186:20000/rtp/239.3.1.143:4120
四川卫视,http://111.196.128.186:20000/rtp/239.3.1.29:8288
南方卫视,http://111.196.128.186:20000/rtp/239.3.1.161:8001
宁夏卫视,http://111.196.128.186:20000/rtp/239.3.1.46:8124
山西卫视,http://111.196.128.186:20000/rtp/239.3.1.42:8172
广西卫视,http://111.196.128.186:20000/rtp/239.3.1.39:8300
新疆卫视,http://111.196.128.186:20000/rtp/239.3.1.48:8160
河南卫视,http://111.196.128.186:20000/rtp/239.3.1.27:8128
甘肃卫视,http://111.196.128.186:20000/rtp/239.3.1.49:8188
西藏卫视,http://111.196.128.186:20000/rtp/239.3.1.47:8164
三沙卫视,http://111.196.128.186:20000/rtp/239.3.1.155:4120
陕西卫视,http://111.196.128.186:20000/rtp/239.3.1.41:8140
青海卫视,http://111.196.128.186:20000/rtp/239.3.1.44:8184
内蒙古卫视,http://111.196.128.186:20000/rtp/239.3.1.43:8176
中国交通HD,http://111.196.128.186:20000/rtp/239.3.1.188:8001
朝阳融媒HD,http://111.196.128.186:20000/rtp/239.3.1.163:8001
通州融媒HD,http://111.196.128.186:20000/rtp/239.3.1.221:8001
密云电视台HD,http://111.196.128.186:20000/rtp/239.3.1.154:8001
延庆电视台,http://111.196.128.186:20000/rtp/239.3.1.187:8001
房山电视台,http://111.196.128.186:20000/rtp/239.3.1.96:8001
CCTV-4-中文国际欧洲HD,http://111.196.128.186:20000/rtp/239.3.1.213:4220
CCTV-4-中文国际美洲HD,http://111.196.128.186:20000/rtp/239.3.1.214:4220
CGTN 新闻HD,http://111.196.128.186:20000/rtp/239.3.1.215:4220
CGTN 记录HD,http://111.196.128.186:20000/rtp/239.3.1.216:4220
CGTN 西班牙语HD,http://111.196.128.186:20000/rtp/239.3.1.217:4220
CGTN 法语HD,http://111.196.128.186:20000/rtp/239.3.1.218:4220
CGTN 阿拉伯语HD,http://111.196.128.186:20000/rtp/239.3.1.219:4220
CGTN 俄语HD,http://111.196.128.186:20000/rtp/239.3.1.220:4220
睛彩竞技HD,http://111.196.128.186:20000/rtp/239.3.1.125:8001
睛彩篮球HD,http://111.196.128.186:20000/rtp/239.3.1.126:8001
睛彩羽毛球HD,http://111.196.128.186:20000/rtp/239.3.1.127:8001
睛彩广场舞HD,http://111.196.128.186:20000/rtp/239.3.1.128:8001
茶频道HD,http://111.196.128.186:20000/rtp/239.3.1.165:8001
快乐垂钓HD,http://111.196.128.186:20000/rtp/239.3.1.164:8001
CETV1HD,http://111.196.128.186:20000/rtp/239.3.1.57:8152
CETV2,http://111.196.128.186:20000/rtp/239.3.1.54:4120
CETV3,http://111.196.128.186:20000/rtp/239.3.1.55:4120
CETV4,http://111.196.128.186:20000/rtp/239.3.1.56:4120
少儿动画,http://111.196.128.186:20000/rtp/239.3.1.199:9000
热播剧场,http://111.196.128.186:20000/rtp/239.3.1.194:9020
解密,http://111.196.128.186:20000/rtp/239.3.1.75:4120
军事,http://111.196.128.186:20000/rtp/239.3.1.76:4120
军旅剧场,http://111.196.128.186:20000/rtp/239.3.1.68:4120
动画,http://111.196.128.186:20000/rtp/239.3.1.80:4120
古装剧场,http://111.196.128.186:20000/rtp/239.3.1.69:4120
台球,http://111.196.128.186:20000/rtp/239.3.1.85:4120
嘉佳卡通,http://111.196.128.186:20000/rtp/239.3.1.147:9268
国学,http://111.196.128.186:20000/rtp/239.3.1.77:4120
城市剧场,http://111.196.128.186:20000/rtp/239.3.1.67:4120
墨宝,http://111.196.128.186:20000/rtp/239.3.1.83:4120
好学生,http://111.196.128.186:20000/rtp/239.3.1.81:4120
山东教育,http://111.196.128.186:20000/rtp/239.3.1.52:4120
戏曲,http://111.196.128.186:20000/rtp/239.3.1.78:4120
收视指南,http://111.196.128.186:20000/rtp/239.3.1.193:8012
早教,http://111.196.128.186:20000/rtp/239.3.1.79:4120
武侠剧场,http://111.196.128.186:20000/rtp/239.3.1.90:4120
武术,http://111.196.128.186:20000/rtp/239.3.1.87:4120
爱生活,http://111.196.128.186:20000/rtp/239.3.1.86:4120
美人,http://111.196.128.186:20000/rtp/239.3.1.73:4120
美妆,http://111.196.128.186:20000/rtp/239.3.1.72:4120
财富天下,http://111.196.128.186:20000/rtp/239.3.1.53:9136
足球,http://111.196.128.186:20000/rtp/239.3.1.89:4120
金鹰卡通,http://111.196.128.186:20000/rtp/239.3.1.51:9252
鉴赏,http://111.196.128.186:20000/rtp/239.3.1.82:4120
音乐现场,http://111.196.128.186:20000/rtp/239.3.1.70:4120
高网,http://111.196.128.186:20000/rtp/239.3.1.88:4120
魅力时尚,http://111.196.128.186:20000/rtp/239.3.1.196:9012


湖南酒店源,#genre#
湖南卫视,http://111.8.242.100:4085/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://111.8.242.100:4085/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
湖南都市,http://111.8.242.100:4085/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
潇湘电影,http://111.8.242.100:4085/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电视剧,http://111.8.242.100:4085/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
湖南爱晚,http://111.8.242.100:4085/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
湖南教育,http://111.8.242.100:4085/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://111.8.242.100:4085/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
湖南国际,http://111.8.242.100:4085/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖南导视,http://111.8.242.100:4085/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
怀化公共,http://111.8.242.100:4085/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
武冈时政,http://111.8.242.100:4085/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
怀化综合,http://111.8.242.100:4085/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://111.8.242.100:4085/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://111.8.242.100:4085/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://111.8.242.100:4085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://111.8.242.100:4085/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://111.8.242.100:4085/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://111.8.242.100:4085/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://111.8.242.100:4085/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://111.8.242.100:4085/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://111.8.242.100:4085/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://111.8.242.100:4085/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://111.8.242.100:4085/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://111.8.242.100:4085/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://111.8.242.100:4085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://111.8.242.100:4085/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://111.8.242.100:4085/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.8.242.100:4085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://111.8.242.100:4085/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.8.242.100:4085/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.8.242.100:4085/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.8.242.100:4085/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.8.242.100:4085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.8.242.100:4085/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://111.8.242.100:4085/tsfile/live/0004_2.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.8.242.100:4085/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.8.242.100:4085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.8.242.100:4085/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.8.242.100:4085/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.8.242.100:4085/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://111.8.242.100:4085/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.8.242.100:4085/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.8.242.100:4085/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.8.242.100:4085/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.8.242.100:4085/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://111.8.242.100:4085/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.8.242.100:4085/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.8.242.100:4085/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://111.8.242.100:4085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.8.242.100:4085/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://111.8.242.100:4085/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.8.242.100:4085/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://111.8.242.100:4085/tsfile/live/faacts/1026_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://111.8.242.100:4085/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://111.8.242.100:4085/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://111.8.242.100:4085/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://111.8.242.100:4085/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CETV,http://111.8.242.100:4085/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.8.242.100:4085/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清电影,http://111.8.242.100:4085/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://111.8.242.100:4085/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://111.8.242.100:4085/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
欢笑剧场,http://111.8.242.100:4085/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://111.8.242.100:4085/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://111.8.242.100:4085/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
动漫剧场,http://111.8.242.100:4085/tsfile/live/faacts/1051_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://111.8.242.100:4085/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
全纪实,http://111.8.242.100:4085/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
茶频道,http://111.8.242.100:4085/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
法制天地,http://111.8.242.100:4085/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0
国学,http://111.8.242.100:4085/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
游戏风云,http://111.8.242.100:4085/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0
魅力足球,http://111.8.242.100:4085/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
劲爆体育,http://111.8.242.100:4085/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
先锋乒羽,http://111.8.242.100:4085/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
快乐垂钓,http://111.8.242.100:4085/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
书画频道,http://111.8.242.100:4085/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0


广西酒店源,#genre#
CHC动作电影,http://vip1.xinketongxun.fun:8082/tsfile/live/1045_1.m3u8
CHC家庭影院,http://vip1.xinketongxun.fun:8082/tsfile/live/1046_1.m3u8
CHC影迷电影,http://vip1.xinketongxun.fun:8082/tsfile/live/1047_1.m3u8
CCTV1-综合,http://vip1.xinketongxun.fun:8082/tsfile/live/0001_1.m3u8
CCTV2-财经,http://vip1.xinketongxun.fun:8082/tsfile/live/0002_1.m3u8
